index	prediction
729	neutral
730	neutral
731	entailment
732	neutral
733	neutral
734	contradiction
735	entailment
736	contradiction
737	neutral
738	contradiction
739	entailment
740	neutral
741	contradiction
742	neutral
743	entailment
744	entailment
745	entailment
746	neutral
747	neutral
748	contradiction
749	neutral
750	neutral
751	entailment
752	neutral
753	neutral
754	entailment
755	contradiction
756	contradiction
757	contradiction
758	neutral
759	neutral
760	entailment
761	contradiction
762	contradiction
763	neutral
764	neutral
765	entailment
766	neutral
767	neutral
768	entailment
769	neutral
770	contradiction
771	entailment
772	neutral
773	contradiction
774	entailment
775	contradiction
776	entailment
777	entailment
778	contradiction
779	neutral
780	contradiction
781	contradiction
782	entailment
783	contradiction
784	entailment
785	neutral
786	neutral
787	entailment
788	contradiction
789	neutral
790	entailment
791	contradiction
792	entailment
793	neutral
794	contradiction
795	contradiction
796	entailment
797	neutral
798	neutral
799	contradiction
800	entailment
801	contradiction
802	neutral
803	entailment
804	entailment
805	neutral
806	contradiction
807	neutral
808	entailment
809	contradiction
810	contradiction
811	neutral
812	neutral
813	contradiction
814	entailment
815	contradiction
816	neutral
817	entailment
818	contradiction
819	neutral
820	entailment
821	contradiction
822	neutral
823	contradiction
824	entailment
825	contradiction
826	neutral
827	contradiction
828	contradiction
829	entailment
830	contradiction
831	entailment
832	entailment
833	entailment
834	neutral
835	entailment
836	neutral
837	neutral
838	contradiction
839	entailment
840	entailment
841	neutral
842	contradiction
843	neutral
844	entailment
845	neutral
846	contradiction
847	contradiction
848	contradiction
849	neutral
850	neutral
851	neutral
852	entailment
853	contradiction
854	neutral
855	neutral
856	entailment
857	contradiction
858	neutral
859	entailment
860	entailment
861	entailment
862	neutral
863	contradiction
864	neutral
865	neutral
866	neutral
867	entailment
868	neutral
869	neutral
870	contradiction
871	neutral
872	neutral
873	neutral
874	entailment
875	neutral
876	contradiction
877	entailment
878	neutral
879	neutral
880	entailment
881	contradiction
882	contradiction
883	neutral
884	entailment
885	contradiction
886	entailment
887	neutral
888	neutral
889	neutral
890	neutral
891	contradiction
892	neutral
893	neutral
894	neutral
895	neutral
896	contradiction
897	contradiction
898	entailment
899	entailment
900	entailment
901	contradiction
902	neutral
903	contradiction
904	neutral
905	contradiction
906	contradiction
907	neutral
908	entailment
909	neutral
910	contradiction
911	entailment
912	contradiction
913	neutral
914	neutral
915	neutral
916	entailment
917	contradiction
918	neutral
919	entailment
920	contradiction
921	entailment
922	contradiction
923	neutral
924	contradiction
925	contradiction
926	neutral
927	neutral
928	entailment
929	neutral
930	contradiction
931	entailment
932	neutral
933	neutral
934	entailment
935	neutral
936	neutral
937	neutral
938	neutral
939	contradiction
940	contradiction
941	neutral
942	neutral
943	entailment
944	contradiction
945	entailment
946	neutral
947	neutral
948	neutral
949	neutral
950	contradiction
951	contradiction
952	contradiction
953	contradiction
954	neutral
955	contradiction
956	neutral
957	entailment
958	contradiction
959	neutral
960	neutral
961	neutral
962	neutral
963	contradiction
964	contradiction
965	neutral
966	neutral
967	neutral
968	neutral
969	neutral
970	neutral
971	neutral
972	contradiction
973	neutral
974	entailment
975	neutral
976	entailment
977	contradiction
978	entailment
979	neutral
980	neutral
981	neutral
982	entailment
983	entailment
984	neutral
985	contradiction
986	contradiction
987	entailment
988	neutral
989	contradiction
990	neutral
991	contradiction
992	contradiction
993	neutral
994	entailment
995	contradiction
996	contradiction
997	neutral
998	entailment
999	neutral
1000	entailment
1001	neutral
1002	neutral
1003	neutral
1004	contradiction
1005	neutral
1006	entailment
1007	entailment
1008	entailment
1009	contradiction
1010	neutral
1011	contradiction
1012	neutral
1013	neutral
1014	entailment
1015	neutral
1016	contradiction
1017	neutral
1018	entailment
1019	neutral
1020	neutral
1021	entailment
1022	neutral
1023	entailment
1024	entailment
1025	neutral
1026	neutral
1027	entailment
1028	neutral
1029	neutral
1030	neutral
1031	neutral
1032	neutral
1033	entailment
1034	neutral
1035	entailment
1036	neutral
1037	contradiction
1038	entailment
1039	contradiction
1040	neutral
1041	entailment
1042	neutral
1043	neutral
1044	contradiction
1045	neutral
1046	entailment
1047	contradiction
1048	neutral
1049	neutral
1050	entailment
1051	neutral
1052	contradiction
1053	contradiction
1054	neutral
1055	neutral
1056	entailment
1057	entailment
1058	neutral
1059	contradiction
1060	entailment
1061	neutral
1062	contradiction
1063	contradiction
1064	entailment
1065	entailment
1066	contradiction
1067	entailment
1068	entailment
1069	entailment
1070	contradiction
1071	entailment
1072	neutral
1073	entailment
1074	contradiction
1075	entailment
1076	neutral
1077	neutral
1078	neutral
1079	contradiction
1080	contradiction
1081	entailment
1082	entailment
1083	neutral
1084	contradiction
1085	entailment
1086	entailment
1087	contradiction
1088	neutral
1089	contradiction
1090	entailment
1091	neutral
1092	entailment
1093	contradiction
1094	contradiction
1095	contradiction
1096	contradiction
1097	entailment
1098	contradiction
1099	entailment
1100	neutral
1101	neutral
1102	contradiction
1103	entailment
1104	neutral
1105	entailment
1106	contradiction
1107	contradiction
1108	entailment
1109	contradiction
1110	entailment
1111	contradiction
1112	neutral
1113	contradiction
1114	contradiction
1115	contradiction
1116	entailment
1117	contradiction
1118	contradiction
1119	neutral
1120	entailment
1121	contradiction
1122	contradiction
1123	entailment
1124	neutral
1125	neutral
1126	neutral
1127	entailment
1128	contradiction
1129	entailment
1130	neutral
1131	entailment
1132	neutral
1133	contradiction
1134	neutral
1135	neutral
1136	entailment
1137	entailment
1138	neutral
1139	contradiction
1140	contradiction
1141	neutral
1142	entailment
1143	contradiction
1144	entailment
1145	contradiction
1146	neutral
1147	entailment
1148	neutral
1149	neutral
1150	entailment
1151	contradiction
1152	contradiction
1153	contradiction
1154	entailment
1155	neutral
1156	contradiction
1157	entailment
1158	contradiction
1159	entailment
1160	entailment
1161	contradiction
1162	neutral
1163	entailment
1164	neutral
1165	neutral
1166	contradiction
1167	entailment
1168	entailment
1169	contradiction
1170	contradiction
1171	entailment
1172	contradiction
1173	neutral
1174	contradiction
1175	entailment
1176	neutral
1177	neutral
1178	contradiction
1179	neutral
1180	contradiction
1181	neutral
1182	entailment
1183	contradiction
1184	entailment
1185	neutral
1186	contradiction
1187	neutral
1188	entailment
1189	entailment
1190	contradiction
1191	contradiction
1192	neutral
1193	contradiction
1194	contradiction
1195	entailment
1196	entailment
1197	entailment
1198	entailment
1199	neutral
1200	contradiction
1201	contradiction
1202	entailment
1203	neutral
1204	entailment
1205	neutral
1206	entailment
1207	contradiction
1208	neutral
1209	neutral
1210	contradiction
1211	entailment
1212	contradiction
1213	entailment
1214	neutral
1215	entailment
1216	neutral
1217	contradiction
1218	contradiction
1219	neutral
1220	entailment
1221	entailment
1222	neutral
1223	contradiction
1224	neutral
1225	neutral
1226	neutral
1227	neutral
1228	contradiction
1229	contradiction
1230	contradiction
1231	contradiction
1232	entailment
1233	neutral
1234	contradiction
1235	entailment
1236	neutral
1237	neutral
1238	contradiction
1239	entailment
1240	contradiction
1241	entailment
1242	contradiction
1243	entailment
1244	contradiction
1245	neutral
1246	entailment
1247	contradiction
1248	entailment
1249	contradiction
1250	neutral
1251	neutral
1252	contradiction
1253	entailment
1254	contradiction
1255	neutral
1256	entailment
1257	neutral
1258	contradiction
1259	neutral
1260	entailment
1261	entailment
1262	neutral
1263	contradiction
1264	neutral
1265	entailment
1266	contradiction
1267	entailment
1268	neutral
1269	contradiction
1270	neutral
1271	entailment
1272	contradiction
1273	contradiction
1274	neutral
1275	entailment
1276	contradiction
1277	neutral
1278	neutral
1279	contradiction
1280	contradiction
1281	neutral
1282	entailment
1283	entailment
1284	entailment
1285	contradiction
1286	entailment
1287	contradiction
1288	neutral
1289	entailment
1290	contradiction
1291	contradiction
1292	neutral
1293	neutral
1294	contradiction
1295	neutral
1296	neutral
1297	contradiction
1298	neutral
1299	contradiction
1300	entailment
1301	neutral
1302	entailment
1303	entailment
1304	neutral
1305	neutral
1306	entailment
1307	contradiction
1308	neutral
1309	neutral
1310	contradiction
1311	neutral
1312	neutral
1313	contradiction
1314	contradiction
1315	entailment
1316	neutral
1317	contradiction
1318	entailment
1319	neutral
1320	entailment
1321	contradiction
1322	neutral
1323	contradiction
1324	neutral
1325	neutral
1326	neutral
1327	entailment
1328	contradiction
1329	neutral
1330	neutral
1331	neutral
1332	contradiction
1333	contradiction
1334	entailment
1335	neutral
1336	neutral
1337	neutral
1338	entailment
1339	entailment
1340	entailment
1341	entailment
1342	contradiction
1343	entailment
1344	entailment
1345	neutral
1346	neutral
1347	neutral
1348	entailment
1349	contradiction
1350	neutral
1351	contradiction
1352	entailment
1353	contradiction
1354	neutral
1355	entailment
1356	entailment
1357	contradiction
1358	neutral
1359	entailment
1360	contradiction
1361	neutral
1362	contradiction
1363	neutral
1364	contradiction
1365	entailment
1366	entailment
1367	contradiction
1368	contradiction
1369	contradiction
1370	entailment
1371	entailment
1372	entailment
1373	contradiction
1374	entailment
1375	contradiction
1376	entailment
1377	neutral
1378	entailment
1379	neutral
1380	contradiction
1381	neutral
1382	entailment
1383	contradiction
1384	neutral
1385	entailment
1386	contradiction
1387	entailment
1388	contradiction
1389	contradiction
1390	entailment
1391	neutral
1392	neutral
1393	neutral
1394	contradiction
1395	entailment
1396	entailment
1397	contradiction
1398	neutral
1399	entailment
1400	contradiction
1401	neutral
1402	neutral
1403	contradiction
1404	neutral
1405	neutral
1406	neutral
1407	neutral
1408	contradiction
1409	entailment
1410	neutral
1411	entailment
1412	neutral
1413	entailment
1414	entailment
1415	neutral
1416	neutral
1417	entailment
1418	entailment
1419	neutral
1420	neutral
1421	entailment
1422	neutral
1423	neutral
1424	contradiction
1425	contradiction
1426	contradiction
1427	contradiction
1428	entailment
1429	entailment
1430	neutral
1431	contradiction
1432	neutral
1433	neutral
1434	contradiction
1435	neutral
1436	contradiction
1437	entailment
1438	neutral
1439	entailment
1440	neutral
1441	neutral
1442	entailment
1443	neutral
1444	neutral
1445	contradiction
1446	entailment
1447	entailment
1448	contradiction
1449	entailment
1450	entailment
1451	contradiction
1452	neutral
1453	contradiction
1454	contradiction
1455	neutral
1456	contradiction
1457	neutral
1458	contradiction
1459	neutral
1460	neutral
1461	contradiction
1462	neutral
1463	entailment
1464	contradiction
1465	entailment
1466	neutral
1467	contradiction
1468	neutral
1469	entailment
1470	entailment
1471	neutral
1472	contradiction
1473	contradiction
1474	neutral
1475	contradiction
1476	neutral
1477	entailment
1478	contradiction
1479	neutral
1480	neutral
1481	neutral
1482	neutral
1483	entailment
1484	neutral
1485	neutral
1486	neutral
1487	neutral
1488	neutral
1489	contradiction
1490	entailment
1491	entailment
1492	neutral
1493	entailment
1494	entailment
1495	entailment
1496	contradiction
1497	entailment
1498	neutral
1499	neutral
1500	entailment
1501	neutral
1502	entailment
1503	entailment
1504	neutral
1505	neutral
1506	contradiction
1507	entailment
1508	neutral
1509	entailment
1510	contradiction
1511	neutral
1512	neutral
1513	entailment
1514	contradiction
1515	contradiction
1516	entailment
1517	contradiction
1518	entailment
1519	neutral
1520	contradiction
1521	contradiction
1522	neutral
1523	entailment
1524	neutral
1525	neutral
1526	neutral
1527	contradiction
1528	contradiction
1529	neutral
1530	contradiction
1531	neutral
1532	neutral
1533	entailment
1534	contradiction
1535	neutral
1536	contradiction
1537	neutral
1538	neutral
1539	entailment
1540	neutral
1541	neutral
1542	entailment
1543	neutral
1544	neutral
1545	entailment
1546	neutral
1547	contradiction
1548	entailment
1549	neutral
1550	neutral
1551	neutral
1552	entailment
1553	contradiction
1554	entailment
1555	contradiction
1556	neutral
1557	neutral
1558	entailment
1559	contradiction
1560	neutral
1561	neutral
1562	contradiction
1563	neutral
1564	entailment
1565	neutral
1566	neutral
1567	entailment
1568	neutral
1569	neutral
1570	neutral
1571	contradiction
1572	entailment
1573	neutral
1574	neutral
1575	contradiction
1576	entailment
1577	entailment
1578	entailment
1579	entailment
1580	neutral
1581	neutral
1582	neutral
1583	entailment
1584	contradiction
1585	neutral
1586	entailment
1587	entailment
1588	neutral
1589	neutral
1590	neutral
1591	entailment
1592	contradiction
1593	contradiction
1594	neutral
1595	neutral
1596	entailment
1597	neutral
1598	neutral
1599	neutral
1600	contradiction
1601	contradiction
1602	contradiction
1603	contradiction
1604	entailment
1605	entailment
1606	contradiction
1607	contradiction
1608	entailment
1609	neutral
1610	contradiction
1611	neutral
1612	entailment
1613	entailment
1614	entailment
1615	entailment
1616	entailment
1617	contradiction
1618	entailment
1619	entailment
1620	contradiction
1621	entailment
1622	neutral
1623	contradiction
1624	neutral
1625	neutral
1626	contradiction
1627	entailment
1628	entailment
1629	neutral
1630	contradiction
1631	neutral
1632	entailment
1633	entailment
1634	contradiction
1635	contradiction
1636	neutral
1637	entailment
1638	neutral
1639	neutral
1640	neutral
1641	entailment
1642	contradiction
1643	contradiction
1644	entailment
1645	neutral
1646	contradiction
1647	contradiction
1648	entailment
1649	entailment
1650	neutral
1651	contradiction
1652	entailment
1653	entailment
1654	entailment
1655	contradiction
1656	contradiction
1657	neutral
1658	contradiction
1659	neutral
1660	neutral
1661	neutral
1662	entailment
1663	entailment
1664	contradiction
1665	neutral
1666	neutral
1667	contradiction
1668	neutral
1669	neutral
1670	neutral
1671	neutral
1672	entailment
1673	neutral
1674	neutral
1675	contradiction
1676	neutral
1677	contradiction
1678	neutral
1679	entailment
1680	neutral
1681	neutral
1682	entailment
1683	contradiction
1684	neutral
1685	contradiction
1686	entailment
1687	contradiction
1688	neutral
1689	entailment
1690	neutral
1691	contradiction
1692	neutral
1693	neutral
1694	entailment
1695	neutral
1696	contradiction
1697	entailment
1698	contradiction
1699	entailment
1700	contradiction
1701	neutral
1702	entailment
1703	neutral
1704	contradiction
1705	neutral
1706	neutral
1707	neutral
1708	entailment
1709	neutral
1710	neutral
1711	entailment
1712	contradiction
1713	entailment
1714	contradiction
1715	neutral
1716	entailment
1717	contradiction
1718	neutral
1719	neutral
1720	contradiction
1721	contradiction
1722	contradiction
1723	entailment
1724	neutral
1725	contradiction
1726	neutral
1727	neutral
1728	contradiction
1729	entailment
1730	neutral
1731	entailment
1732	neutral
1733	contradiction
1734	neutral
1735	contradiction
1736	neutral
1737	neutral
1738	contradiction
1739	contradiction
1740	contradiction
1741	neutral
1742	entailment
1743	entailment
1744	entailment
1745	neutral
1746	neutral
1747	contradiction
1748	contradiction
1749	neutral
1750	contradiction
1751	neutral
1752	contradiction
1753	neutral
1754	neutral
1755	neutral
1756	contradiction
1757	neutral
1758	contradiction
1759	contradiction
1760	entailment
1761	neutral
1762	contradiction
1763	neutral
1764	contradiction
1765	entailment
1766	neutral
1767	contradiction
1768	entailment
1769	neutral
1770	neutral
1771	contradiction
1772	entailment
1773	contradiction
1774	entailment
1775	neutral
1776	contradiction
1777	neutral
1778	entailment
1779	contradiction
1780	neutral
1781	entailment
1782	contradiction
1783	neutral
1784	entailment
1785	entailment
1786	contradiction
1787	neutral
1788	contradiction
1789	entailment
1790	neutral
1791	contradiction
1792	contradiction
1793	contradiction
1794	entailment
1795	neutral
1796	contradiction
1797	contradiction
1798	contradiction
1799	neutral
1800	neutral
1801	entailment
1802	entailment
1803	neutral
1804	contradiction
1805	neutral
1806	neutral
1807	contradiction
1808	entailment
1809	contradiction
1810	entailment
1811	entailment
1812	neutral
1813	neutral
1814	neutral
1815	entailment
1816	contradiction
1817	contradiction
1818	neutral
1819	entailment
1820	contradiction
1821	neutral
1822	contradiction
1823	neutral
1824	contradiction
1825	contradiction
1826	entailment
1827	neutral
1828	contradiction
1829	entailment
1830	entailment
1831	entailment
1832	entailment
1833	neutral
1834	entailment
1835	contradiction
1836	entailment
1837	neutral
1838	contradiction
1839	entailment
1840	entailment
1841	neutral
1842	entailment
1843	contradiction
1844	contradiction
1845	neutral
1846	entailment
1847	contradiction
1848	neutral
1849	neutral
1850	neutral
1851	contradiction
1852	entailment
1853	contradiction
1854	neutral
1855	neutral
1856	neutral
1857	entailment
1858	contradiction
1859	neutral
1860	entailment
1861	neutral
1862	contradiction
1863	neutral
1864	neutral
1865	neutral
1866	neutral
1867	entailment
1868	entailment
1869	neutral
1870	neutral
1871	entailment
1872	contradiction
1873	neutral
1874	contradiction
1875	neutral
1876	entailment
1877	neutral
1878	entailment
1879	contradiction
1880	entailment
1881	neutral
1882	contradiction
1883	neutral
1884	entailment
1885	neutral
1886	neutral
1887	contradiction
1888	entailment
1889	neutral
1890	neutral
1891	neutral
1892	neutral
1893	entailment
1894	neutral
1895	contradiction
1896	neutral
1897	neutral
1898	contradiction
1899	neutral
1900	contradiction
1901	entailment
1902	neutral
1903	neutral
1904	entailment
1905	contradiction
1906	contradiction
1907	entailment
1908	neutral
1909	contradiction
1910	neutral
1911	entailment
1912	contradiction
1913	neutral
1914	neutral
1915	neutral
1916	neutral
1917	neutral
1918	contradiction
1919	contradiction
1920	contradiction
1921	contradiction
1922	entailment
1923	neutral
1924	neutral
1925	contradiction
1926	neutral
1927	neutral
1928	neutral
1929	neutral
1930	neutral
1931	neutral
1932	neutral
1933	contradiction
1934	neutral
1935	neutral
1936	entailment
1937	contradiction
1938	neutral
1939	contradiction
1940	entailment
1941	neutral
1942	contradiction
1943	neutral
1944	entailment
1945	neutral
1946	neutral
1947	neutral
1948	neutral
1949	entailment
1950	contradiction
1951	neutral
1952	entailment
1953	entailment
1954	neutral
1955	contradiction
1956	entailment
1957	neutral
1958	contradiction
1959	contradiction
1960	contradiction
1961	neutral
1962	neutral
1963	contradiction
1964	entailment
1965	contradiction
1966	entailment
1967	entailment
1968	neutral
1969	entailment
1970	neutral
1971	entailment
1972	neutral
1973	neutral
1974	neutral
1975	entailment
1976	contradiction
1977	contradiction
1978	contradiction
1979	contradiction
1980	entailment
1981	contradiction
1982	neutral
1983	neutral
1984	neutral
1985	neutral
1986	neutral
1987	contradiction
1988	entailment
1989	neutral
1990	entailment
1991	contradiction
1992	neutral
1993	contradiction
1994	entailment
1995	contradiction
1996	contradiction
1997	contradiction
1998	contradiction
1999	neutral
2000	entailment
2001	contradiction
2002	neutral
2003	entailment
2004	contradiction
2005	contradiction
2006	entailment
2007	neutral
2008	entailment
2009	entailment
2010	contradiction
2011	neutral
2012	entailment
2013	contradiction
2014	contradiction
2015	entailment
2016	neutral
2017	contradiction
2018	entailment
2019	entailment
2020	entailment
2021	contradiction
2022	contradiction
2023	entailment
2024	contradiction
2025	contradiction
2026	neutral
2027	neutral
2028	neutral
2029	neutral
2030	contradiction
2031	entailment
2032	neutral
2033	contradiction
2034	entailment
2035	contradiction
2036	neutral
2037	neutral
2038	contradiction
2039	contradiction
2040	neutral
2041	entailment
2042	contradiction
2043	entailment
2044	contradiction
2045	contradiction
2046	entailment
2047	neutral
2048	entailment
2049	neutral
